initial_atoms_position_fullcrystal
    3920 atoms
    1 atom types
    0 54.3 xlo xhi
    0 54.3 ylo yhi
    0 543 zlo zhi

    Atoms
    
1 1 0.0 0.0 5.43
2 1 5.43 0.0 5.43
3 1 10.86 0.0 5.43
4 1 16.29 0.0 5.43
5 1 21.72 0.0 5.43
6 1 27.15 0.0 5.43
7 1 32.58 0.0 5.43
8 1 38.01 0.0 5.43
9 1 43.44 0.0 5.43
10 1 48.87 0.0 5.43
11 1 0.0 48.87 5.43
12 1 5.43 48.87 5.43
13 1 10.86 48.87 5.43
14 1 16.29 48.87 5.43
15 1 21.72 48.87 5.43
16 1 27.15 48.87 5.43
17 1 32.58 48.87 5.43
18 1 38.01 48.87 5.43
19 1 43.44 48.87 5.43
20 1 48.87 48.87 5.43
21 1 2.715 51.585 5.43
22 1 8.145 51.585 5.43
23 1 13.575 51.585 5.43
24 1 19.005 51.585 5.43
25 1 24.435 51.585 5.43
26 1 29.865 51.585 5.43
27 1 35.295 51.585 5.43
28 1 40.725 51.585 5.43
29 1 46.155 51.585 5.43
30 1 51.585 51.585 5.43
31 1 4.0725 9.5025 6.7875000000000005
32 1 9.5025 9.5025 6.7875000000000005
33 1 14.9325 9.5025 6.7875000000000005
34 1 20.3625 9.5025 6.7875000000000005
35 1 25.7925 9.5025 6.7875000000000005
36 1 31.2225 9.5025 6.7875000000000005
37 1 36.6525 9.5025 6.7875000000000005
38 1 42.0825 9.5025 6.7875000000000005
39 1 47.5125 9.5025 6.7875000000000005
40 1 52.9425 9.5025 6.7875000000000005
41 1 1.3575 50.2275 6.7875000000000005
42 1 6.7875 50.2275 6.7875000000000005
43 1 12.2175 50.2275 6.7875000000000005
44 1 17.6475 50.2275 6.7875000000000005
45 1 23.0775 50.2275 6.7875000000000005
46 1 28.5075 50.2275 6.7875000000000005
47 1 33.9375 50.2275 6.7875000000000005
48 1 39.3675 50.2275 6.7875000000000005
49 1 44.79749999999999 50.2275 6.7875000000000005
50 1 50.2275 50.2275 6.7875000000000005
51 1 4.0725 52.9425 6.7875000000000005
52 1 9.5025 52.9425 6.7875000000000005
53 1 14.9325 52.9425 6.7875000000000005
54 1 20.3625 52.9425 6.7875000000000005
55 1 25.7925 52.9425 6.7875000000000005
56 1 31.2225 52.9425 6.7875000000000005
57 1 36.6525 52.9425 6.7875000000000005
58 1 42.0825 52.9425 6.7875000000000005
59 1 47.5125 52.9425 6.7875000000000005
60 1 52.9425 52.9425 6.7875000000000005
