initial_atoms_position_fullcrystal
    11722 atoms
    1 atom types
    0 54.3 xlo xhi
    0 54.3 ylo yhi
    0 543 zlo zhi

    Atoms
    
1 1 0.0 0.0 5.43
2 1 5.43 0.0 5.43
3 1 10.86 0.0 5.43
4 1 43.44 0.0 5.43
5 1 48.87 0.0 5.43
6 1 2.715 2.715 5.43
7 1 8.145 2.715 5.43
8 1 13.575 2.715 5.43
9 1 40.725 2.715 5.43
10 1 0.0 5.43 5.43
11 1 21.72 5.43 5.43
12 1 19.005 8.145 5.43
13 1 24.435 8.145 5.43
14 1 51.585 8.145 5.43
15 1 16.29 10.86 5.43
16 1 27.15 10.86 5.43
17 1 13.575 13.575 5.43
18 1 29.865 13.575 5.43
19 1 46.155 13.575 5.43
20 1 5.43 16.29 5.43
21 1 10.86 16.29 5.43
22 1 16.29 16.29 5.43
23 1 27.15 16.29 5.43
24 1 43.44 16.29 5.43
25 1 8.145 19.005 5.43
26 1 19.005 19.005 5.43
27 1 46.155 19.005 5.43
28 1 0.0 21.72 5.43
29 1 5.43 21.72 5.43
30 1 32.58 21.72 5.43
31 1 43.44 21.72 5.43
32 1 2.715 24.435 5.43
33 1 8.145 24.435 5.43
34 1 46.155 24.435 5.43
35 1 0.0 27.15 5.43
36 1 43.44 27.15 5.43
37 1 48.87 27.15 5.43
38 1 46.155 29.865 5.43
39 1 51.585 29.865 5.43
40 1 0.0 32.58 5.43
41 1 5.43 32.58 5.43
42 1 43.44 32.58 5.43
43 1 48.87 32.58 5.43
44 1 2.715 35.295 5.43
45 1 8.145 35.295 5.43
46 1 24.435 35.295 5.43
47 1 40.725 35.295 5.43
48 1 0.0 38.01 5.43
49 1 5.43 38.01 5.43
50 1 21.72 38.01 5.43
51 1 2.715 40.725 5.43
52 1 13.575 40.725 5.43
53 1 19.005 40.725 5.43
54 1 46.155 40.725 5.43
55 1 0.0 43.44 5.43
56 1 24.435 46.155 5.43
57 1 24.435 51.585 5.43
58 1 29.865 51.585 5.43
59 1 35.295 51.585 5.43
60 1 40.725 51.585 5.43
61 1 1.3575 1.3575 6.7875000000000005
62 1 6.7875 1.3575 6.7875000000000005
63 1 12.2175 1.3575 6.7875000000000005
64 1 39.3675 1.3575 6.7875000000000005
65 1 44.79749999999999 1.3575 6.7875000000000005
66 1 50.2275 1.3575 6.7875000000000005
67 1 4.0725 4.0725 6.7875000000000005
68 1 1.3575 6.7875 6.7875000000000005
69 1 17.6475 6.7875 6.7875000000000005
70 1 23.0775 6.7875 6.7875000000000005
71 1 28.5075 6.7875 6.7875000000000005
72 1 50.2275 6.7875 6.7875000000000005
73 1 14.9325 9.5025 6.7875000000000005
74 1 25.7925 9.5025 6.7875000000000005
75 1 28.5075 12.2175 6.7875000000000005
76 1 9.5025 14.9325 6.7875000000000005
77 1 14.9325 14.9325 6.7875000000000005
78 1 25.7925 14.9325 6.7875000000000005
79 1 42.0825 14.9325 6.7875000000000005
80 1 6.7875 17.6475 6.7875000000000005
81 1 23.0775 17.6475 6.7875000000000005
82 1 44.79749999999999 17.6475 6.7875000000000005
83 1 4.0725 20.3625 6.7875000000000005
84 1 42.0825 20.3625 6.7875000000000005
85 1 47.5125 20.3625 6.7875000000000005
86 1 1.3575 23.0775 6.7875000000000005
87 1 6.7875 23.0775 6.7875000000000005
88 1 33.9375 23.0775 6.7875000000000005
89 1 44.79749999999999 23.0775 6.7875000000000005
90 1 42.0825 25.7925 6.7875000000000005
91 1 47.5125 25.7925 6.7875000000000005
92 1 1.3575 28.5075 6.7875000000000005
93 1 44.79749999999999 28.5075 6.7875000000000005
94 1 50.2275 28.5075 6.7875000000000005
95 1 9.5025 31.2225 6.7875000000000005
96 1 31.2225 31.2225 6.7875000000000005
97 1 47.5125 31.2225 6.7875000000000005
98 1 52.9425 31.2225 6.7875000000000005
99 1 1.3575 33.9375 6.7875000000000005
100 1 6.7875 33.9375 6.7875000000000005
101 1 4.0725 36.6525 6.7875000000000005
102 1 1.3575 39.3675 6.7875000000000005
103 1 6.7875 39.3675 6.7875000000000005
104 1 17.6475 39.3675 6.7875000000000005
105 1 14.9325 42.0825 6.7875000000000005
106 1 20.3625 42.0825 6.7875000000000005
107 1 42.0825 42.0825 6.7875000000000005
108 1 47.5125 42.0825 6.7875000000000005
109 1 1.3575 44.79749999999999 6.7875000000000005
110 1 20.3625 47.5125 6.7875000000000005
111 1 25.7925 47.5125 6.7875000000000005
112 1 33.9375 50.2275 6.7875000000000005
113 1 39.3675 50.2275 6.7875000000000005
114 1 25.7925 52.9425 6.7875000000000005
115 1 31.2225 52.9425 6.7875000000000005
116 1 36.6525 52.9425 6.7875000000000005
117 1 42.0825 52.9425 6.7875000000000005
118 1 47.5125 52.9425 6.7875000000000005
119 1 2.715 0.0 8.145
120 1 8.145 0.0 8.145
121 1 13.575 0.0 8.145
122 1 40.725 0.0 8.145
123 1 46.155 0.0 8.145
124 1 0.0 2.715 8.145
125 1 5.43 2.715 8.145
126 1 10.86 2.715 8.145
127 1 48.87 2.715 8.145
128 1 2.715 5.43 8.145
129 1 13.575 5.43 8.145
130 1 29.865 5.43 8.145
131 1 51.585 5.43 8.145
132 1 0.0 8.145 8.145
133 1 16.29 8.145 8.145
134 1 21.72 8.145 8.145
135 1 27.15 8.145 8.145
136 1 13.575 10.86 8.145
137 1 24.435 10.86 8.145
138 1 27.15 13.575 8.145
139 1 43.44 13.575 8.145
140 1 8.145 16.29 8.145
141 1 13.575 16.29 8.145
142 1 24.435 16.29 8.145
143 1 46.155 16.29 8.145
